Survey Year,Institution Name,Match,Classification Name,Sanction Name,Revenues Men's Team
2013,Eastern Washington University,Eastern Washington,2,NCAA,1466879
2022,Elon University,Elon,2,NCAA,2691795
2021,Elon University,Elon,2,NCAA,2376314
2020,Elon University,Elon,2,NCAA,2080050
2019,Elon University,Elon,2,NCAA,2451864
2018,Elon University,Elon,2,NCAA,3221829
2017,Elon University,Elon,2,NCAA,1997371
2016,Elon University,Elon,2,NCAA,1879115
2015,Elon University,Elon,1,NCAA,2099972
2014,Elon University,Elon,1,NCAA,1739174
2013,Elon University,Elon,1,NCAA,1562901
2022,Fairfield University,Fairfield,3,NCAA,3348747
2021,Fairfield University,Fairfield,3,NCAA,3007008
2020,Fairfield University,Fairfield,3,NCAA,2357100
2019,Fairfield University,Fairfield,3,NCAA,2633574
2018,Fairfield University,Fairfield,3,NCAA,3280514
2017,Fairfield University,Fairfield,3,NCAA,2843588
2016,Fairfield University,Fairfield,3,NCAA,2582865
2015,Fairfield University,Fairfield,3,NCAA,2590915
2014,Fairfield University,Fairfield,3,NCAA,2573166
2013,Fairfield University,Fairfield,3,NCAA,2398003
2022,Fairleigh Dickinson University-Metropolitan Campus,Fairleigh Dickinson,3,NCAA,1887154
2021,Fairleigh Dickinson University-Metropolitan Campus,Fairleigh Dickinson,3,NCAA,1701787
2020,Fairleigh Dickinson University-Metropolitan Campus,Fairleigh Dickinson,3,NCAA,1467158
2019,Fairleigh Dickinson University-Metropolitan Campus,Fairleigh Dickinson,3,NCAA,1827543
2018,Fairleigh Dickinson University-Metropolitan Campus,Fairleigh Dickinson,3,NCAA,1846780
2017,Fairleigh Dickinson University-Metropolitan Campus,Fairleigh Dickinson,3,NCAA,1682214
2016,Fairleigh Dickinson University-Metropolitan Campus,Fairleigh Dickinson,3,NCAA,1641556
2015,Fairleigh Dickinson University-Metropolitan Campus,Fairleigh Dickinson,3,NCAA,1695086
2014,Fairleigh Dickinson University-Metropolitan Campus,Fairleigh Dickinson,3,NCAA,1459128
2013,Fairleigh Dickinson University-Metropolitan Campus,Fairleigh Dickinson,3,NCAA,430826
2022,Florida Agricultural and Mechanical University,Florida A&M,2,NCAA,1304563
2021,Florida Agricultural and Mechanical University,Florida A&M,2,NCAA,1282848
2020,Florida Agricultural and Mechanical University,Florida A&M,2,NCAA,822486
2019,Florida Agricultural and Mechanical University,Florida A&M,2,NCAA,999869
2018,Florida Agricultural and Mechanical University,Florida A&M,2,NCAA,1033463
2017,Florida Agricultural and Mechanical University,Florida A&M,2,NCAA,733402
2016,Florida Agricultural and Mechanical University,Florida A&M,2,NCAA,892829
2015,Florida Agricultural and Mechanical University,Florida A&M,2,NCAA,1068173
2014,Florida Agricultural and Mechanical University,Florida A&M,2,NCAA,1019673
2013,Florida Agricultural and Mechanical University,Florida A&M,2,NCAA,1310290
2022,Florida Atlantic University,Florida Atlantic,1,NCAA,4092094
2021,Florida Atlantic University,Florida Atlantic,1,NCAA,2694834
2020,Florida Atlantic University,Florida Atlantic,1,NCAA,2037036
2019,Florida Atlantic University,Florida Atlantic,1,NCAA,2337677
2018,Florida Atlantic University,Florida Atlantic,1,NCAA,2352069
2017,Florida Atlantic University,Florida Atlantic,1,NCAA,2358998
2016,Florida Atlantic University,Florida Atlantic,1,NCAA,2063811
2015,Florida Atlantic University,Florida Atlantic,1,NCAA,1077865
2014,Florida Atlantic University,Florida Atlantic,1,NCAA,894971
2013,Florida Atlantic University,Florida Atlantic,1,NCAA,2164783
2022,Florida Gulf Coast University,Florida Gulf Coast,3,NCAA,2264441
2021,Florida Gulf Coast University,Florida Gulf Coast,3,NCAA,2096074
2020,Florida Gulf Coast University,Florida Gulf Coast,3,NCAA,1440062
2019,Florida Gulf Coast University,Florida Gulf Coast,3,NCAA,1713690
2018,Florida Gulf Coast University,Florida Gulf Coast,3,NCAA,1589474
2017,Florida Gulf Coast University,Florida Gulf Coast,3,NCAA,1828996
2016,Florida Gulf Coast University,Florida Gulf Coast,3,NCAA,1725354
2015,Florida Gulf Coast University,Florida Gulf Coast,3,NCAA,1723011
2014,Florida Gulf Coast University,Florida Gulf Coast,3,NCAA,1462960
2013,Florida Gulf Coast University,Florida Gulf Coast,3,NCAA,1569568
2022,Florida International University,FIU,1,NCAA,2714624
2021,Florida International University,FIU,1,NCAA,2269587
2020,Florida International University,FIU,1,NCAA,2110818
2019,Florida International University,FIU,1,NCAA,1958855
2018,Florida International University,FIU,1,NCAA,2004600
2017,Florida International University,FIU,1,NCAA,1849772
2016,Florida International University,FIU,1,NCAA,1570138
2015,Florida International University,FIU,1,NCAA,1760531
2014,Florida International University,FIU,1,NCAA,1641649
2013,Florida International University,FIU,1,NCAA,1791811
2022,Florida State University,Florida St.,1,NCAA,19065253
2021,Florida State University,Florida St.,1,NCAA,16987326
2020,Florida State University,Florida St.,1,NCAA,6727136
2019,Florida State University,Florida St.,1,NCAA,13061863
2018,Florida State University,Florida St.,1,NCAA,16773013
2017,Florida State University,Florida St.,1,NCAA,17304819
2016,Florida State University,Florida St.,1,NCAA,13252028
2015,Florida State University,Florida St.,1,NCAA,12263221
2014,Florida State University,Florida St.,1,NCAA,10993814
2013,Florida State University,Florida St.,1,NCAA,10559780
2022,Fordham University,Fordham,2,NCAA,7996715
2021,Fordham University,Fordham,2,NCAA,6196401
2020,Fordham University,Fordham,2,NCAA,3573272
2019,Fordham University,Fordham,2,NCAA,4860790
2018,Fordham University,Fordham,2,NCAA,5075355
2017,Fordham University,Fordham,2,NCAA,4549218
2016,Fordham University,Fordham,2,NCAA,4436291
2015,Fordham University,Fordham,2,NCAA,4126729
2014,Fordham University,Fordham,2,NCAA,5226030
2013,Fordham University,Fordham,2,NCAA,3985116
2022,Gardner-Webb University,Gardner Webb,2,NCAA,1254276
2021,Gardner-Webb University,Gardner Webb,2,NCAA,1872431
2020,Gardner-Webb University,Gardner Webb,2,NCAA,1375932
2019,Gardner-Webb University,Gardner Webb,2,NCAA,1230646
2018,Gardner-Webb University,Gardner Webb,2,NCAA,1195668
2017,Gardner-Webb University,Gardner Webb,2,NCAA,1192668
2016,Gardner-Webb University,Gardner Webb,2,NCAA,1189273
2015,Gardner-Webb University,Gardner Webb,2,NCAA,1505676
2014,Gardner-Webb University,Gardner Webb,2,NCAA,1518529
2013,Gardner-Webb University,Gardner Webb,2,NCAA,1520394
2022,George Mason University,George Mason,3,NCAA,5232391
2021,George Mason University,George Mason,3,NCAA,5072246
2020,George Mason University,George Mason,3,NCAA,3690897
2019,George Mason University,George Mason,3,NCAA,4725888
2018,George Mason University,George Mason,3,NCAA,4287689
2017,George Mason University,George Mason,3,NCAA,4032773
2016,George Mason University,George Mason,3,NCAA,3515918
2015,George Mason University,George Mason,3,NCAA,3342681
2014,George Mason University,George Mason,3,NCAA,4081042
2013,George Mason University,George Mason,3,NCAA,2785259
2022,George Washington University,George Washington,3,NCAA,4916917
2021,George Washington University,George Washington,3,NCAA,4911135
2020,George Washington University,George Washington,3,NCAA,3302485
2019,George Washington University,George Washington,3,NCAA,4261344
2018,George Washington University,George Washington,3,NCAA,3548937
2017,George Washington University,George Washington,3,NCAA,3191582
2016,George Washington University,George Washington,3,NCAA,2943015
2015,George Washington University,George Washington,3,NCAA,2915197
2014,George Washington University,George Washington,3,NCAA,3130281
2013,George Washington University,George Washington,3,NCAA,2929433
2022,Georgetown University,Georgetown,2,NCAA,34422346
2021,Georgetown University,Georgetown,2,NCAA,14163900
2020,Georgetown University,Georgetown,2,NCAA,9694010
2019,Georgetown University,Georgetown,2,NCAA,13814000
2018,Georgetown University,Georgetown,2,NCAA,13573946
2017,Georgetown University,Georgetown,2,NCAA,12849462
2016,Georgetown University,Georgetown,2,NCAA,17702377
2015,Georgetown University,Georgetown,2,NCAA,11343826
2014,Georgetown University,Georgetown,2,NCAA,10357033
2013,Georgetown University,Georgetown,2,NCAA,10270598
2022,Georgia Institute of Technology-Main Campus,Georgia Tech,1,NCAA,13357762
2021,Georgia Institute of Technology-Main Campus,Georgia Tech,1,NCAA,9258729
2020,Georgia Institute of Technology-Main Campus,Georgia Tech,1,NCAA,5626946
2019,Georgia Institute of Technology-Main Campus,Georgia Tech,1,NCAA,6063195
2018,Georgia Institute of Technology-Main Campus,Georgia Tech,1,NCAA,6910271
2017,Georgia Institute of Technology-Main Campus,Georgia Tech,1,NCAA,7696021
2016,Georgia Institute of Technology-Main Campus,Georgia Tech,1,NCAA,7284387
2015,Georgia Institute of Technology-Main Campus,Georgia Tech,1,NCAA,6234500
2014,Georgia Institute of Technology-Main Campus,Georgia Tech,1,NCAA,6632045
2013,Georgia Institute of Technology-Main Campus,Georgia Tech,1,NCAA,6013750
2022,Georgia Southern University,Georgia Southern,1,NCAA,1961403
2021,Georgia Southern University,Georgia Southern,1,NCAA,1467193
2020,Georgia Southern University,Georgia Southern,1,NCAA,1540286
2019,Georgia Southern University,Georgia Southern,1,NCAA,869288
2018,Georgia Southern University,Georgia Southern,1,NCAA,1505129
2017,Georgia Southern University,Georgia Southern,1,NCAA,1671994
2016,Georgia Southern University,Georgia Southern,1,NCAA,1712860
2015,Georgia Southern University,Georgia Southern,1,NCAA,688625
2014,Georgia Southern University,Georgia Southern,1,NCAA,1305397
2013,Georgia Southern University,Georgia Southern,1,NCAA,798535
2022,Georgia State University,Georgia St.,1,NCAA,2781625
2021,Georgia State University,Georgia St.,1,NCAA,2925485
2020,Georgia State University,Georgia St.,1,NCAA,2457654
2019,Georgia State University,Georgia St.,1,NCAA,2628401
2018,Georgia State University,Georgia St.,1,NCAA,2917278
2017,Georgia State University,Georgia St.,1,NCAA,2555552
2016,Georgia State University,Georgia St.,1,NCAA,2421793
2015,Georgia State University,Georgia St.,1,NCAA,2261334
2014,Georgia State University,Georgia St.,1,NCAA,2128878
2013,Georgia State University,Georgia St.,1,NCAA,1968343
2022,Gonzaga University,Gonzaga,3,NCAA,19216086
2021,Gonzaga University,Gonzaga,3,NCAA,17060871
2020,Gonzaga University,Gonzaga,3,NCAA,10858865
2019,Gonzaga University,Gonzaga,3,NCAA,14153038
2018,Gonzaga University,Gonzaga,3,NCAA,16147924
2017,Gonzaga University,Gonzaga,3,NCAA,14723219
2016,Gonzaga University,Gonzaga,3,NCAA,12131756
2015,Gonzaga University,Gonzaga,3,NCAA,12063064
2014,Gonzaga University,Gonzaga,3,NCAA,12185320
2013,Gonzaga University,Gonzaga,3,NCAA,8224614
2022,Grambling State University,Grambling St.,2,NCAA,1040702
2021,Grambling State University,Grambling St.,2,NCAA,876580
2020,Grambling State University,Grambling St.,2,NCAA,770602
2019,Grambling State University,Grambling St.,2,NCAA,1027264
2018,Grambling State University,Grambling St.,2,NCAA,913266
2017,Grambling State University,Grambling St.,2,NCAA,829657
2016,Grambling State University,Grambling St.,2,NCAA,741120
2015,Grambling State University,Grambling St.,2,NCAA,416958
2014,Grambling State University,Grambling St.,2,NCAA,612321
2013,Grambling State University,Grambling St.,2,NCAA,591677
2022,Grand Canyon University,Grand Canyon,3,NCAA,7668046
2021,Grand Canyon University,Grand Canyon,3,NCAA,6786395
2020,Grand Canyon University,Grand Canyon,3,NCAA,5344682
2019,Grand Canyon University,Grand Canyon,3,NCAA,5338540
2018,Grand Canyon University,Grand Canyon,3,NCAA,5331006
2017,Grand Canyon University,Grand Canyon,3,NCAA,5337280
2016,Grand Canyon University,Grand Canyon,3,NCAA,4340799
2015,Grand Canyon University,Grand Canyon,3,NCAA,4306041
2014,Grand Canyon University,Grand Canyon,3,NCAA,3858156
2013,Grand Canyon University,Grand Canyon,3,NCAA,3477818
2022,Hampton University,Hampton,2,NCAA,1252370
2021,Hampton University,Hampton,2,NCAA,1145737
2020,Hampton University,Hampton,2,NCAA,1058022
2019,Hampton University,Hampton,2,NCAA,1034611
2018,Hampton University,Hampton,2,NCAA,1828090
2017,Hampton University,Hampton,2,NCAA,1252604
2016,Hampton University,Hampton,2,NCAA,988748
2015,Hampton University,Hampton,2,NCAA,1154030
2014,Hampton University,Hampton,2,NCAA,1127769
2013,Hampton University,Hampton,2,NCAA,907328
2022,High Point University,High Point,3,NCAA,2831825
2021,High Point University,High Point,3,NCAA,4543405
2020,High Point University,High Point,3,NCAA,2922884
2019,High Point University,High Point,3,NCAA,3112826
2018,High Point University,High Point,3,NCAA,3457345
2017,High Point University,High Point,3,NCAA,2322532
2016,High Point University,High Point,3,NCAA,2066953
2015,High Point University,High Point,3,NCAA,2021481
2014,High Point University,High Point,3,NCAA,1972082
2013,High Point University,High Point,3,NCAA,1936202
2022,Hofstra University,Hofstra,3,NCAA,4174081
2021,Hofstra University,Hofstra,3,NCAA,3311186
2020,Hofstra University,Hofstra,3,NCAA,2653531
2019,Hofstra University,Hofstra,3,NCAA,2804668
2018,Hofstra University,Hofstra,3,NCAA,2939154
2017,Hofstra University,Hofstra,3,NCAA,2858591
2016,Hofstra University,Hofstra,3,NCAA,2613307
2015,Hofstra University,Hofstra,3,NCAA,2545499
